remote 1.628711 W Device Reset
remote 1.630788 W ID DATA Register [55 20 10 41]
remote 1.630817 W Mode Control Register [62]
remote 1.630848 W Calibration Control Register [00]
remote 1.630877 W FIFO Register I [0F]
remote 1.630906 W FIFO Register II [C0]
remote 1.630934 W RC OSC Register I [00]
remote 1.630963 W RC OSC Register II [00]
remote 1.630992 W RC OSC Register III [04]
remote 1.631020 W CKO Pin Control Register [A2]
remote 1.631049 W GIO1 Pin Control Register I [01]
remote 1.631078 W GIO2 Pin Control Register II [01]
remote 1.631107 W Clock Register [05]
remote 1.631135 W Data Rate Register [04]
remote 1.631164 W CH 80 (320.0MHz)
remote 1.631193 W PLL Register II [9E]
remote 1.631222 W PLL Register III [4B]
remote 1.631251 W PLL Register IV [00]
remote 1.631279 W PLL Register V [00]
remote 1.631308 W TX Register I [16]
remote 1.631337 W TX Register II [2B]
remote 1.631366 W Delay Register I [12]
remote 1.631394 W Delay Register II [00]
remote 1.631423 W RX Register [62]
remote 1.631452 W RX Gain Register I [80]
remote 1.631481 W RX Gain Register II [80]
remote 1.631509 W RX Gain Register III [00]
remote 1.631538 W RX Gain Register IV [0A]
remote 1.631567 W RSSI Thershld Register [32]
remote 1.631596 W ADC Control Register [C3]
remote 1.631625 W Code Register I [07]
remote 1.631654 W Code Register II [17]
remote 1.631683 W Code Register III [00]
remote 1.631711 W IF Calibration Register I [00]
remote 1.631740 W VCO current Calibration Register [00]
remote 1.631768 W VCO Single band Calibration Register I [00]
remote 1.631797 W VCO Single band Calibration Register II [3B]
remote 1.631826 W Battery detect Register [00]
remote 1.631858 W TX test Register [1F]
remote 1.631887 W Rx DEM test Register I [47]
remote 1.631915 W Rx DEM test Register II [80]
remote 1.631944 W Charge Pump Current Register [03]
remote 1.631973 W Crystal test Register [01]
remote 1.632001 W PLL test Register [45]
remote 1.632030 W VCO test Register I [18]
remote 1.632059 W VCO test Register II [00]
remote 1.632087 W IFAT Register [01]
remote 1.652178 W RScale Register [0F]
remote 1.652192 S Standby Mode
remote 1.652221 W Calibration Control Register [01]
remote 1.652453 R Calibration Control Register [01]
remote 1.652483 R Calibration Control Register [00]
remote 1.652513 R IF Calibration Register I [06]
remote 1.652541 W IF Calibration Register I [13]
remote 1.652570 W IF Calibration Register II [3B]
remote 1.652598 W CH 0 (2400.0MHz)
remote 1.652626 W Calibration Control Register [02]
remote 1.652859 R Calibration Control Register [02]
remote 1.652889 R Calibration Control Register [00]
remote 1.652918 R IF Calibration Register I [03]
remote 1.652947 W CH 120 (2460.0MHz)
remote 1.652975 W Calibration Control Register [02]
remote 1.653208 R Calibration Control Register [02]
remote 1.653238 R Calibration Control Register [00]
remote 1.653268 R IF Calibration Register I [03]
remote 1.653297 W VCO Single band Calibration Register I [0B]
remote 1.653312 S Standby Mode
remote 1.653340 W CH 0 (2400.0MHz)
remote 1.656365 S PLL Mode
remote 1.656381 S RX Mode
remote 1.656410 W ADC Control Register [C3]
remote 1.656439 W CH 20 (2410.0MHz)
remote 1.659463 S PLL Mode
remote 1.664495 S RX Mode
remote 1.666532 R RSSI = 0.647V
remote 1.668569 R RSSI = 0.633V
remote 1.670606 R RSSI = 0.637V
remote 1.672643 R RSSI = 0.647V
remote 1.674680 R RSSI = 0.656V
remote 1.676717 R RSSI = 0.661V
remote 1.678754 R RSSI = 0.633V
remote 1.680791 R RSSI = 0.661V
remote 1.682827 R RSSI = 0.731V
remote 1.684867 R RSSI = 0.666V
remote 1.686905 R RSSI = 0.675V
remote 1.690978 R RSSI = 0.731V (Repeated 1 times)
remote 1.693015 R RSSI = 0.698V
remote 1.695054 R RSSI = 0.703V
remote 1.695083 W CH 30 (2415.0MHz)
remote 1.698108 S PLL Mode
remote 1.703139 S RX Mode
remote 1.705176 R RSSI = 0.652V
remote 1.707213 R RSSI = 0.713V
remote 1.711287 R RSSI = 0.656V (Repeated 1 times)
remote 1.713324 R RSSI = 0.666V
remote 1.715361 R RSSI = 0.670V
remote 1.717398 R RSSI = 0.680V
remote 1.719435 R RSSI = 0.694V
remote 1.721471 R RSSI = 0.703V
remote 1.723508 R RSSI = 0.666V
remote 1.725545 R RSSI = 0.698V
remote 1.727582 R RSSI = 0.652V
remote 1.729619 R RSSI = 0.647V
remote 1.731656 R RSSI = 0.642V
remote 1.733695 R RSSI = 0.684V
remote 1.733723 W CH 40 (2420.0MHz)
remote 1.736748 S PLL Mode
remote 1.741780 S RX Mode
remote 1.743817 R RSSI = 0.647V
remote 1.745854 R RSSI = 0.661V
remote 1.747894 R RSSI = 0.656V
remote 1.749931 R RSSI = 0.680V
remote 1.751968 R RSSI = 0.717V
remote 1.758078 R RSSI = 0.708V (Repeated 2 times)
remote 1.760115 R RSSI = 0.703V
remote 1.762151 R RSSI = 0.722V
remote 1.764188 R RSSI = 0.731V
remote 1.766225 R RSSI = 0.713V
remote 1.768262 R RSSI = 0.689V
remote 1.770299 R RSSI = 0.675V
remote 1.772338 R RSSI = 0.689V
remote 1.772366 W CH 50 (2425.0MHz)
remote 1.775392 S PLL Mode
remote 1.780423 S RX Mode
remote 1.782460 R RSSI = 0.675V
remote 1.784497 R RSSI = 0.689V
remote 1.786534 R RSSI = 0.703V
remote 1.788571 R RSSI = 0.666V
remote 1.792645 R RSSI = 0.680V (Repeated 1 times)
remote 1.794682 R RSSI = 0.727V
remote 1.796719 R RSSI = 0.694V
remote 1.798755 R RSSI = 0.717V
remote 1.800792 R RSSI = 0.666V
remote 1.802829 R RSSI = 0.694V
remote 1.804866 R RSSI = 0.666V
remote 1.806906 R RSSI = 0.694V
remote 1.808943 R RSSI = 0.713V
remote 1.810982 R RSSI = 0.642V
remote 1.811010 W CH 60 (2430.0MHz)
remote 1.814035 S PLL Mode
remote 1.819067 S RX Mode
remote 1.821104 R RSSI = 0.703V
remote 1.823141 R RSSI = 0.741V
remote 1.825177 R RSSI = 0.727V
remote 1.827214 R RSSI = 0.694V
remote 1.829251 R RSSI = 0.731V
remote 1.831288 R RSSI = 0.750V
remote 1.833325 R RSSI = 0.727V
remote 1.835362 R RSSI = 0.741V
remote 1.837399 R RSSI = 0.689V
remote 1.839435 R RSSI = 0.736V
remote 1.841472 R RSSI = 0.680V
remote 1.843509 R RSSI = 0.703V
remote 1.845546 R RSSI = 0.745V
remote 1.847582 R RSSI = 0.731V
remote 1.849622 R RSSI = 0.694V
remote 1.849650 W CH 70 (2435.0MHz)
remote 1.852675 S PLL Mode
remote 1.857707 S RX Mode
